188.2438536544712
MATHURA URF PARANDEEH,485
MULHAPUR,501
MURADPUR URF KHADIRPUR,545
NOORPUR,934
AGAHUA,472
ARWANSIMAI BAHADURGARH,679
BAGAE KHURD,502
CHAMRUPUR URF NANDOUT,668
CHILAURA,463
HERBHANPUR,632
KANEHTI,637
KAPSA,769
PERMANANDPUR,483
RAMGARH KOTHARI,762
SARAIDATTE,548
MUBRAKPUR,535
PALI,499
SARAY GHURDAS URF MAHAJUDWA,529
SARAY KUTUBDDIN URF SHEKHPUR J,452
SAURAHA,464
SAWDIH,812
SILOKHRA,467
TARDEEH,745
UMARI MAITATEHRA,495
BAGHERI,504
BARISTA KALA,573
BELA KHAS,475
BHOGAWARA,831
CHANETHU,439
JANGHAI,1039
JHARI,487
MAHARACHHA,481
PILAKHINI,514
ULDA,852
SONAI,558
SORANV PATI,596
UCHADIH,1706
URUVA,939
BHITI,469
PRATAPPUR CHAMURKHA,679
AMAULI MOHIDDINPUR,443
ANTANGI,609
ASHRAFPUR PACHAUKH,803
BANGAON,632
BARIYAWAN,581
BEWANA,655
CHANDANPUR,891
MIJHAURA,523
PARWARBHARI,686
SAYA,465
KARTORA,601
LALAPUR,1051
MAJISA,479
MANIKPUR,470
MOHIDDINPUR,466
NASIRPUR KAITHI,483
RAMPUR JAISINGHPUR,487
RAMPUR MANGURA DILA,644
RUKNUDDINPUR,450
UMRAWAN,612
BHIYAON,702
JAITPUR,444
LAVAIYA,472
MARHARA,498
MATHIYA,459
BIHROJPUR,448
SONGAON,712
SULTANPUR,495
TARA KHURD,726
UKRA,556
AZMERI BADSHAHPUR,765
DAYAMPUR,459
HANSWAR,954
NEVADA KALA,585
RAM GARGH,485
TIHAYATPUR,870
JALALPUR DEHAT,721
NAGPUR,811
BAHADURPUR,578
BRAHMANI,803
MOHANA,734
NAWAWAN,610
ODAREE,1001
PIDHI,1221
SARAI MAHESHA,672
TENDVA,484
BAHUA,766
BHAWANIPUR,922
FATEPUR,763
INHAUNA,1674
JUGRAJPUR,707
KARAN GAON,581
KHANAPUR CHAPARA,776
KHARA,749
KHEKHARUWA,497
KOTWA,738
SATAN PURWA,1146
SINGHPUR,1250
AHURI,515
BARKOT,608
BHAGIRATHPUR,469
BIRAJ,471
SADIPUR,622
BADA GAON,569
BHAIRO PUR,491
GHORKHA PUR,516
PUNN PUR,598
SANGRAMPUR,623
SARAIYYA KANOO,531
SONARI KANOO,555
JAMURWA,894
KOORA,466
MARHAUNA,527
TILOI,1048
BHAGAN PUR,444
JANGAL RAM NAGAR,583
KAKWA,454
KOHARA,866
LONIA PUR,567
MAHAMAD PUR,599
KITIYAWAN,718
SHAHGARH,541
AHAMADPUR,504
BAHARPUR,714
BARSANDA,485
KISUNI,702
MAHAUNA PASCHIM,486
MAHAUNA PURAB,601
MAKHDUM KALAN,904
MANDWA,576
MARDANPUR,625
MAWAIYA RAHMAT GARH,705
PALI,441
RASUL PUR,486
SATHIN,735
RAM GARH,630
REBHA,468
BHADAR,469
SONARI,693
UNCH GAON,703
URER MAU,592
VISHAMBHAR PATTI,450
AMAYEMAFI,548
BHIMI,694
BHUSIYAWAN,502
TIKARI,694
BHATGAWAN,1001
LUGARI,447
MAU,542
PADRI,557
PAHAR GANJ,583
SAITHA,723
SEMHUVI,609
BAGAHI,512
DAKKHIN GAON,468
DAULATPUR LONHAT,527
DAULATPUR NISURA,807
IMLI GAON,591
KATHAURA,1779
MUBARAKPUR,521
MUDUPUR UMRAULA,600
NIHAL GARH,1010
PALIA PASCHIM,777
RASTA MAU,546
SENDURWA,855
TANDA,822
UTTAR GAON,439
AIDHI,1419
BALBHADDARPUR,469
BARAULIYA,935
BHOE,628
DAKHINWARA,1100
DURAMAU,569
GAURA,923
GHATAMPUR,1125
GORIYA BAD,663
JAMO,1052
KATARI,544
LORIKPUR,714
MAYAS,490
NADIYAVA,542
PURAB GAURA,545
RESI,1387
SARME,674
SUKHI BAZ GARH,1076
UMARADIH,456
DADRA,684
GAJAN PUR  DEWARIYA,960
MAHESH PUR,490
NARA ADHAN PUR,753
NEWADA,458
NAKDAIYAPUR,1158
BASAULI,574
BEESARMAU,666
CHANDPURA,471
DASEHRA,939
GARHWANA,441
GHASARA,821
GUNAULI,774
MOHMADABAD,1075
NAGARIA,544
RAIPUR PHAPHOOND,509
RASULPUR HULAS RAI,444
ROSANGPUR,661
BAISUNDHARA,485
BURHADANA,559
DAHGAON,550
DAULATPUR,588
JAMUHAN,712
SHIVPUR,448
BHADSAN,611
BIRHUNI,449
DALEL NAGAR,729
HAIDARPUR,543
JAGATPUR,565
SEHUD,1292
UMARI,738
USARARI,485
BANTHARA,565
BHARSEN,621
HARDU,483
SABAHAD,778
BADIN,820
KASBA KHANPUR,603
KASBA SEGANPUR,489
PANHAR,614
UMRAIN,547
ASHAINI,514
HARPURA,454
PIPARAULI SHIV,514
SHAHBAJPUR BIDHUNA,509
YAKUBPUR,786
JALOKHAR,459
ALLAVA    VIKRAMDIH,576
ATARDIHA,541
BANHAR MAYCHAK GAJADI,466
DEVHATTA  BALEPATTI,493
GAHAJI,456
GAJANDHAR PATTI BHEDAURA,515
KHEM KARANPUR,473
KHURASO,503
BAROHI FATEHPUR,567
BHAGATPUR,511
BINDWAL,576
CHALAKPUR,471
LEDAURA,541
NARPHORA,469
ORIL,1535
PAKARI,453
MITTOPUR,735
MOHAMMADPUR,507
SUMHADIH,457
AMRETHOO,790
BAIRAG DIH,679
DARIYA PUR,474
JOLAHA BEGPUR,1075
MADHNAPAR,452
ARAZI DEWARA NAINIJOR,718
BAGHAWAR,726
KAPTANGANJ,618
NAUBRAR DEWARA JADEEDKITA - I,839
NAWBARAR TRIPURAR KHALSA,544
PAIKAULI,483
SHIVPUR,644
TERHI JAMIN TERHI,515
BHADON,733
CHHETTEPUR,446
CHITARA MAHMOODPUR,994
LOHRA,806
MAHADEVPUR,446
PAKAR DIHA,444
SELHRA PATTI,452
BASUPAR BANKAT,484
KAITHAULI,526
KANERI,571
KHAN JAHANPUR,582
POOK,698
SHEKHWALIYA  MATIYAR,1173
BARJALA GAGEPUR,620
CHAND PATTI,510
CHUCK LALCHAND,531
GANGEPUR,446
HAIDARABAD,849
HAJIPUR,670
HARRAIYA,1075
ISHMAILPUR,475
JOKAHRA,675
KARKHIYA RUSTAM SARAI,560
MAU KUTUBPUR,493
RAUNAPAR,528
KANJARA DILSADPUR,441
MAHAWATGARH,589
DODOPUR,519
GAMBHIRVAN,659
GANDHUVAI,470
RUDARI,589
KAVRA GAHANI,670
LADPUR BAKSOO,474
LASARA KHURD,685
NARWEY,665
NONARI,490
PARA,554
PIPRAULA,550
PURANDARPUR,515
RANG DIH,538
SURHAN,1088
BACHHAWAL,729
BARWA SAGAR,492
URDIHA,489
BARAHATIR JAGDISHPUR,860
DAULATABAD,464
DHARAWARA,757
JIGAR SANDI,873
KOLOHUKHOR,489
LAPSIPUR,542
MITTUPUR,586
MUSTAFABAD,542
MATHIYA JAPTI MAFI,462
SETHAVAL,617
SUMBHI,632
AAVARI,635
AVANV,580
BHAMAHAUR,618
BHATORA,461
CHAK SIKARI,749
GUJARPAR,558
IBRAHIMPUR,697
KHEMAUPUR,488
MAHUWA MURARPUR,840
RAMPUR,510
ATRAITH,532
BHARAULI  TODARPUR,447
BHILAMPUR CHHAPARA,703
NORPUR SHRAYA HAJE,509
SAMEDA,1794
SATHIYAON,1235
SHIHI,581
BHURRAMAQ BULPUR OR MORI MAKDU,490
GOVINDPUR SEKHVALIYA,481
CHAKWARA,454
DEWAIT,588
GAJOR,543
GAURA,497
GOPALPUR,505
NAIE,589
MEHMAUNI,499
NAIPURA,803
OHANI,474
ORA,444
SHIVRAJPUR,449
DURVASA,458
GANGAPUR BIJAURA,474
JAGDHISHPUR,467
KAUDIYA,558
BANSGAON,520
HASANPUR  URF BHARTIPUR,476
JUWA,473
NAURASIYA,602
PANDEYATARKUSA,640
JALALPUR,488
KAURIA,536
MADEPUR,495
MUKHLISPUR,541
TAHAR KISHUN DEVPUR,800
TAMRUA,446
RASEPUR,495
TARAWAN,1183
TIYARA,494
ASWANIAN,736
BAKESH,479
BARADAHA,743
BAUWAPAR,499
BHAISHANKUR,638
BHEERA,513
BHULANDIH,493
CHAUKI,864
CHHATTAR PUR,487
ERANI,539
KANJAHIT,463
KARIA GOPALPUR,445
KASBA DEOGAON,493
MUDIYAR,712
NIYAUJ,592
RAJAPUR SIKRAUR,565
SANJARPUR,627
SHERVAN,552
UTTMA,568
WAJIRMALPUR,599
ALLIPUR,471
BISAHAM MIRJAPUR,472
DAYALPUR,441
GOMADIH,597
JEEWALI,599
KATAGHAR,443
KHAMHAULI,723
KUDIHAR,450
MUDHAR,548
PASIKA,608
SARAI MOHAN,907
SARAI PALTU,466
SISREDI,486
TAMMARPUR,540
THEKAMA,617
SIDHAUNA,464
UBARPUR LAKHMIPUR,445
ARAJEE AMANI,850
BURHAVE HUSAMDDINPUR,548
CHANDPUR AKHARCHANDA,571
DEWARA JADEED,1420
HARAKH PURA KHAS,469
MAGRAON RAIPUR,796
NANDAON,720
RANIPUR RAJAMO,786
DHARNIPUR,768
JAMUI,442
KABUTRA,441
KHAJURI,441
LAHUNVA KALA,642
LAHUNVA KHURD,581
NARSINGHPUR,493
PAKRI KALA,668
PAWANI KALA,491
AHO PATTI,444
AZAMPUR,597
HAIDARABAD URF CHHAWARA,455
HARIHARPUR,537
MUJAFFARPUR,500
BAG BAHAR,623
KHEMIPUR,470
KOHARA,785
BARWALA,440
BIRAL,440
KOTANA,509
LUHARI,468
SHAHPUR BAROLI,591
BHADAL,481
BIJWARA,504
DAHA,779
MOZIZABAD NAGAL,464
NIRPURA,852
SIRSALI,586
ASARA,552
KIRTHAL,562
RAMALA,493
BHAGOT,575
FAKHARPUR MOHAMMAD SHAHPUR,727
GARHI KALANJRI,623
GOTHRA,498
RATAUL,825
BILOCHPURA,687
DHIKOLI,764
HISAWADA,471
KHATTA PRAHLADPUR,568
AMBA POKHAR,464
BALSINGHPUR,830
BANJARIYA,476
CHANDANPUR,606
DALJIT PURWA,443
DAULATPUR,844
GAYAGHAT,1313
GHURGHUTTA,656
GIRDHARPUR,474
GULRA,509
NANPARA DEHATI,1297
NARAYANPUR KALAN,525
NAUSAR GUMTIHA,581
PAKARIYA DIWAN,695
PATRAHIYA,647
SARRAMUNDARI,1275
SHAHPUR KHURD,482
TAJPUR,490
VAIBAHI,609
HISAMPUR,485
JOTAURA,613
KATAKA MARAUTHA,486
MAHURI KALA,444
MUSTFABAD,530
NARAUNDA,441
NASIR GANJ,452
PYAREPUR,709
REWRA,446
SAKHAUTA,449
UPADHI,539
AINY HATINSI,757
BADRAULI,570
JAUHRA,449
KHAIRA HASAN,506
GODAHIYA NO 3,526
GODAHIYA NO. 1,866
KARSAR BERAURA,660
KOHALI,488
NAUGOHIA,675
BAMABHAURI,471
SHEKHWAPUR,450
SITKAHA NA JOT KESHAV,576
SOHRWA,722
TEPRAHA,607
TERIYA,535
BARA GAUN,482
BASANTPUR,580
BHAGAHA,560
IMALIA,553
CHANDPARA,789
CHKAIYA,634
GADWA,572
GANGA PURWA,492
HARDI GAURA,557
JOT CHANDPARA,767
KAPURPUR,699
KEWALPUR,710
KOTIYA,547
MAHSI,649
MAIKU PURWA,686
MASADIHA,568
MATHAURA,474
MUKERIYA,447
MURAUWA,469
PACHDEVRI,585
PARSOHANA,464
RAIPUR,862
RAMWAPUR KALAN,475
REHUYA MANSUR,840
SIKANDARPUR,653
SISAIYA CHURAMAN,451
THAILIYA,542
RANTA PUR,520
AHATA,979
BADAULI,686
BIRHIMPUR BELAHAURA,599
DHANRAJPUR,866
TIKURI,594
ARGORAWA,514
ARGORWA   (BARHAIYA),1029
